race,sex,gpa,lsat,dem,role,prob0,prob1,idx
White,1,3.16631834938462,10,-1.12884200936136,gen_cf,0.35,0.65,15
White,1,2.85171803203458,10,-0.418981899067528,gen_cf,0.544,0.456,15
White,1,3.24189417748274,10,0.0242942102920899,gen_cf,0.43,0.57,15
White,1,3.24189417748274,10,-0.115690471067669,gen_cf,0.324,0.676,15
White,2,3.24189417748274,10,0.442120921395995,gen_cf,0.57,0.43,15
White,1,3.24189417748274,10,-0.957163440519354,gen_cf,0.332,0.668,15
White,1,3.24189417748274,10,-0.940169987859771,gen_cf,0.35,0.65,15
White,1,3.24189417748274,10,-0.0284734651736305,gen_cf,0.34,0.66,15
White,1,3.24189417748274,9,-0.841226532896175,gen_cf,0.222,0.778,15
White,1,3.24189417748274,10,-0.934133446551996,gen_cf,0.352,0.648,15
White,1,3.24189417748274,10,-0.841226532896175,gen_cf,0.224,0.776,15
White,1,3.20023351860002,10,-0.727771609751019,gen_cf,0.312,0.688,15
White,1,3.24189417748274,10,-0.258036719075289,gen_cf,0.352,0.648,15
White,1,3.24189417748274,10,-0.645923773134186,gen_cf,0.132,0.868,15
White,1,3.24189417748274,10,-0.645551293497511,gen_cf,0.132,0.868,15
White,1,3.26237878965524,10,-0.450837821612351,gen_cf,0.226,0.774,15
White,1,3.24189417748274,10,-0.564334721903906,gen_cf,0.168,0.832,15
White,1,3.26237878965524,10,-0.511411298583577,gen_cf,0.224,0.776,15
White,1,3.24189417748274,10,-0.318737280450496,gen_cf,0.42,0.58,15
White,1,3.24189417748274,10,-0.528015083865036,gen_cf,0.18,0.82,15
White,1,3.24189417748274,10,-0.453125945919495,gen_cf,0.208,0.792,15
White,1,3.24189417748274,10,-0.462361918633362,gen_cf,0.208,0.792,15
White,1,3.24189417748274,10,-0.488578009332622,gen_cf,0.176,0.824,15
White,1,3.24189417748274,10,-0.477144133976293,gen_cf,0.182,0.818,15
White,1,3.24189417748274,10,-0.511411298583577,gen_cf,0.168,0.832,15
Amerindian,1,3.62850353224535,10,0.539917869309104,true_cf,0.512,0.488,15
White,2,3.26354337631111,10,-0.610340356066367,x_nearest,0.596,0.404,15
Black,2,3.26979988284443,6,-1.20180830986402,x_interest,0.19,0.81,66
White,2,3.49188187052617,6,0.28594336313222,gen_cf,0.434,0.566,66
White,2,3.4877510712599,6,0.649481678267465,gen_cf,0.598,0.402,66
White,2,3.63960603493153,6,-0.756476364939208,gen_cf,0.41,0.59,66
White,2,3.52744763210553,11,-1.20180830986402,gen_cf,0.224,0.776,66
White,2,3.62707125991982,6,-1.20180830986402,gen_cf,0.286,0.714,66
White,2,3.30381958294855,6,-0.844472848131836,gen_cf,0.378,0.622,66
White,2,3.13350856937347,8,-1.20180830986402,gen_cf,0.274,0.726,66
White,1,3.86154558866576,6,-1.20180830986402,gen_cf,0.162,0.838,66
White,1,3.8590828881757,6,-1.20180830986402,gen_cf,0.162,0.838,66
White,2,3.76221652766861,6,-1.20180830986402,gen_cf,0.476,0.524,66
White,2,3.33832768754052,7,-1.10844592706895,gen_cf,0.118,0.882,66
White,2,3.68157239645671,5,-1.13392486523159,gen_cf,0.242,0.758,66
White,2,3.32558750347652,6,-0.737515514152739,gen_cf,0.17,0.83,66
White,2,3.60581769580476,7,-1.20180830986402,gen_cf,0.144,0.856,66
White,2,3.41319717186308,6,-1.20180830986402,gen_cf,0.284,0.716,66
White,2,3.12864131222813,6,-1.20180830986402,gen_cf,0.25,0.75,66
White,2,3.13279442407744,6,-1.20180830986402,gen_cf,0.216,0.784,66
White,2,3.35458233627204,4,-1.20180830986402,gen_cf,0.182,0.818,66
White,2,3.20375534522595,6,-1.20180830986402,gen_cf,0.19,0.81,66
White,2,3.31674232733149,6,-1.20180830986402,gen_cf,0.258,0.742,66
White,2,3.30770879814031,6,-1.20180830986402,gen_cf,0.226,0.774,66
White,2,3.29499533474647,6,-1.20180830986402,gen_cf,0.25,0.75,66
White,2,3.05918830624402,6,-1.20180830986402,gen_cf,0.208,0.792,66
White,2,3.28230435947555,6,-1.32955079078922,gen_cf,0.234,0.766,66
White,2,3.26979988284443,6,-0.662256471444355,gen_cf,0.19,0.81,66
White,2,3.26979988284443,6,-1.18157300388168,gen_cf,0.18,0.82,66
White,2,3.26979988284443,6,-1.33553871958474,gen_cf,0.192,0.808,66
White,2,3.26979988284443,6,-1.30503504491336,gen_cf,0.212,0.788,66
White,2,3.26979988284443,6,-1.37753515634742,gen_cf,0.19,0.81,66
White,2,3.26979988284443,6,-1.20180830986402,gen_cf,0.186,0.814,66
Amerindian,2,3.65640923760704,11,0.0912434534014484,true_cf,0.376,0.624,66
White,2,3.23106528399913,6,-1.36080779955046,x_nearest,0.16,0.84,66
Black,1,2.76781678550512,5,-0.918585919985151,x_interest,0.086,0.914,72
White,2,3.30948264918195,5,0.0637900648475336,gen_cf,0.258,0.742,72
White,2,3.17269149564329,10,-0.918585919985151,gen_cf,0.61,0.39,72
White,1,2.94519275304743,9,-0.918585919985151,gen_cf,0.35,0.65,72
White,1,2.90214264815384,5,0.563105368656473,gen_cf,0.376,0.624,72
White,1,2.92085729194928,6,-0.918585919985151,gen_cf,0.486,0.514,72
White,1,2.95141913656667,8,-0.934250540936972,gen_cf,0.356,0.644,72
White,1,3.17968547117019,5,-1.07220075981474,gen_cf,0.57,0.43,72
White,1,2.8927957860816,5,-0.17173968748875,gen_cf,0.452,0.548,72
White,1,2.73297365509242,7,-1.18461938396911,gen_cf,0.704,0.296,72
White,1,3.3314247366818,5,-0.918585919985151,gen_cf,0.284,0.716,72
White,1,2.85943937656591,5,-1.231794064604,gen_cf,0.35,0.65,72
White,1,2.8927957860816,5,-0.742901887059388,gen_cf,0.218,0.782,72
White,1,2.90560890673696,5,-0.918585919985151,gen_cf,0.268,0.732,72
White,1,2.85943937656591,5,-0.918585919985151,gen_cf,0.232,0.768,72
White,1,2.8927957860816,5,-0.918585919985151,gen_cf,0.248,0.752,72
White,1,2.94519275304743,5,-0.918585919985151,gen_cf,0.248,0.752,72
White,1,2.93066513226341,5,-0.918585919985151,gen_cf,0.248,0.752,72
White,1,2.76781678550512,5,-1.56519432910053,gen_cf,0.162,0.838,72
White,1,2.76781678550512,5,-1.14646868757543,gen_cf,0.362,0.638,72
White,1,2.76781678550512,5,-1.163817934089,gen_cf,0.348,0.652,72
White,1,2.73275279260371,5,-0.918585919985151,gen_cf,0.266,0.734,72
White,1,2.79655448522459,5,-0.918585919985151,gen_cf,0.214,0.786,72
White,1,2.70898562064416,5,-0.918585919985151,gen_cf,0.246,0.754,72
White,1,2.7444814889178,5,-0.918585919985151,gen_cf,0.262,0.738,72
White,1,2.77323317629342,5,-0.918585919985151,gen_cf,0.222,0.778,72
White,1,2.73692085422047,5,-0.918585919985151,gen_cf,0.256,0.744,72
White,1,2.68448580970979,5,-0.918585919985151,gen_cf,0.2,0.8,72
White,1,2.77126626305273,5,-0.918585919985151,gen_cf,0.222,0.778,72
White,1,2.76781678550512,5,-0.847416840913006,gen_cf,0.212,0.788,72
White,1,2.76781678550512,5,-0.84473456949028,gen_cf,0.216,0.784,72
White,1,2.76781678550512,5,-0.918585919985151,gen_cf,0.218,0.782,72
White,1,2.76781678550512,5,-0.91739534868002,gen_cf,0.218,0.782,72
Amerindian,1,3.15442614026773,7,-0.131799266944951,true_cf,0.7,0.3,72
White,1,2.69322875229531,5,-0.782672843580337,x_nearest,0.142,0.858,72
Black,1,2.68577697746043,8,-0.332232197676291,x_interest,0.766,0.234,85
White,1,3.54814586076294,8,0.794717364491508,gen_cf,0.528,0.472,85
White,2,3.56606186025781,8,-0.332232197676291,gen_cf,0.438,0.562,85
White,1,3.1275848415749,8,-1.05593793582601,gen_cf,0.438,0.562,85
White,2,2.91655104914623,12,-0.332232197676291,gen_cf,0.13,0.87,85
White,1,3.07928588876791,8,-0.223790261965014,gen_cf,0.616,0.384,85
White,1,3.17132960385284,8,-0.142277821786465,gen_cf,0.618,0.382,85
White,2,3.38345222537309,6,-0.403012044761626,gen_cf,0.12,0.88,85
White,1,2.91655104914623,8,-0.332232197676291,gen_cf,0.428,0.572,85
White,1,2.87857223649092,8,-0.332232197676291,gen_cf,0.396,0.604,85
White,1,2.84670754436528,8,-0.332232197676291,gen_cf,0.48,0.52,85
White,2,3.10778812804241,8,0.246880433118019,gen_cf,0.3,0.7,85
White,1,3.05872360260536,8,-1.35215618848367,gen_cf,0.428,0.572,85
White,2,2.68577697746043,8,-1.11787273224994,gen_cf,0.744,0.256,85
White,2,2.95444580255584,8,-0.279781382308536,gen_cf,0.33,0.67,85
White,1,3.15883756082666,9,-0.332232197676291,gen_cf,0.642,0.358,85
White,1,2.74475288920387,8,-0.468636055298476,gen_cf,0.57,0.43,85
White,1,2.81133772573987,8,-0.332232197676291,gen_cf,0.524,0.476,85
White,1,2.80849450437509,8,-0.332232197676291,gen_cf,0.524,0.476,85
White,1,2.82956573817195,8,-0.332232197676291,gen_cf,0.486,0.514,85
White,1,2.80090090750544,8,-0.332232197676291,gen_cf,0.552,0.448,85
White,1,2.72145633337156,8,-0.332232197676291,gen_cf,0.702,0.298,85
White,1,2.72035522634396,8,-0.332232197676291,gen_cf,0.71,0.29,85
White,1,2.68577697746043,8,0.0899945411178587,gen_cf,0.238,0.762,85
White,1,2.68577697746043,8,0.0422118190664551,gen_cf,0.33,0.67,85
White,1,2.68577697746043,8,-0.14931015025086,gen_cf,0.618,0.382,85
White,1,2.68577697746043,8,-0.202823291994067,gen_cf,0.578,0.422,85
White,1,2.71136704438793,8,-0.332232197676291,gen_cf,0.714,0.286,85
White,1,2.68577697746043,8,-0.256424665478401,gen_cf,0.62,0.38,85
White,1,2.68577697746043,8,-0.279781382308536,gen_cf,0.602,0.398,85
White,1,2.68577697746043,7,-0.332232197676291,gen_cf,0.666,0.334,85
White,1,2.68577697746043,8,-0.310640734952366,gen_cf,0.66,0.34,85
White,1,2.68577697746043,8,-0.332232197676291,gen_cf,0.638,0.362,85
Amerindian,1,3.07238633222304,8,1.71573105676814,true_cf,0.484,0.516,85
White,2,2.74684983326365,8,-0.134781050589386,x_nearest,0.766,0.234,85
Black,1,2.73720173628243,5,-0.0155312418532116,x_interest,0.166,0.834,102
White,2,3.31311213244702,5,-0.0155312418532116,gen_cf,0.19,0.81,102
White,2,3.303697674361,6,-0.0155312418532116,gen_cf,0.18,0.82,102
White,1,3.39113421465811,3,-0.0155312418532116,gen_cf,0.246,0.754,102
White,1,2.87893756877185,5,1.08153636983713,gen_cf,0.51,0.49,102
White,1,3.41879959715229,5,1.33799874016926,gen_cf,0.22,0.78,102
White,1,3.24367933531124,5,-0.0554844075259302,gen_cf,0.386,0.614,102
White,1,3.38095321911699,6,-0.0155312418532116,gen_cf,0.526,0.474,102
White,1,3.14364505339063,5,-0.0155312418532116,gen_cf,0.58,0.42,102
White,1,3.1293810372666,5,-0.0155312418532116,gen_cf,0.554,0.446,102
White,1,3.14677220800287,5,-0.0155312418532116,gen_cf,0.59,0.41,102
White,1,3.16199992009605,5,-0.0155312418532116,gen_cf,0.608,0.392,102
White,1,3.16195559684673,5,-0.0155312418532116,gen_cf,0.608,0.392,102
White,1,3.11401351962593,5,-0.0155312418532116,gen_cf,0.494,0.506,102
White,1,3.15626554092345,5,-0.0155312418532116,gen_cf,0.596,0.404,102
White,2,2.73720173628243,5,0.484534995510398,gen_cf,0.262,0.738,102
White,1,2.87741111003128,4,-0.0155312418532116,gen_cf,0.322,0.678,102
White,1,2.94579742787377,5,-0.0155312418532116,gen_cf,0.41,0.59,102
White,1,2.73720173628243,5,0.900085598901267,gen_cf,0.382,0.618,102
White,1,2.73720173628243,5,0.858170899139352,gen_cf,0.334,0.666,102
White,1,2.73720173628243,5,0.781960303099267,gen_cf,0.338,0.662,102
White,1,2.73720173628243,4,0.26952645674998,gen_cf,0.412,0.588,102
White,1,2.73720173628243,4,0.087662218763032,gen_cf,0.558,0.442,102
White,1,2.85830099838334,5,-0.0155312418532116,gen_cf,0.426,0.574,102
White,1,2.85704911127618,5,-0.0155312418532116,gen_cf,0.434,0.566,102
White,2,2.73720173628243,5,0.430181197644777,gen_cf,0.226,0.774,102
White,2,2.81466550806394,5,-0.128240609962368,gen_cf,0.178,0.822,102
White,1,2.73720173628243,5,0.481962516524307,gen_cf,0.34,0.66,102
White,1,2.73720173628243,5,0.449214307206525,gen_cf,0.286,0.714,102
White,1,2.73720173628243,5,0.443837188930148,gen_cf,0.29,0.71,102
White,1,2.73720173628243,5,0.381224026548131,gen_cf,0.284,0.716,102
White,1,2.73720173628243,5,0.109603530103694,gen_cf,0.276,0.724,102
White,1,2.73720173628243,5,-0.149793553825835,gen_cf,0.572,0.428,102
White,1,2.73720173628243,5,0.0198731842128864,gen_cf,0.454,0.546,102
White,1,2.73720173628243,4,-0.0155312418532116,gen_cf,0.502,0.498,102
White,1,2.76666089593359,5,0.0128346867545651,gen_cf,0.43,0.57,102
White,1,2.73720173628243,5,-0.0644822927812704,gen_cf,0.402,0.598,102
White,1,2.73720173628243,5,-0.0520931020563257,gen_cf,0.398,0.602,102
White,1,2.7660700008716,5,-0.0155312418532116,gen_cf,0.42,0.58,102
White,1,2.7588863898712,5,-0.0155312418532116,gen_cf,0.436,0.564,102
White,1,2.73953927167163,5,-0.0155312418532116,gen_cf,0.416,0.584,102
White,1,2.73720173628243,5,-0.0250523544340567,gen_cf,0.408,0.592,102
White,1,2.73720173628243,5,-0.047836797336122,gen_cf,0.398,0.602,102
White,1,2.73720173628243,5,-0.0155312418532116,gen_cf,0.41,0.59,102
White,1,2.57107849195838,5,-0.482119687435995,gen_cf,0.178,0.822,102
Amerindian,1,3.12381109104504,9,-0.0423489343094563,true_cf,0.608,0.392,102
White,1,2.78102703459937,5,-0.134852529082465,x_nearest,0.692,0.308,102
Black,2,2.35501773232785,8,-1.97200820229963,x_interest,0.174,0.826,119
White,2,2.78910323803102,8,-0.713241359373655,gen_cf,0.556,0.444,119
White,1,2.97753645327029,8,-0.610495202005625,gen_cf,0.21,0.79,119
White,2,3.37800953286139,8,-1.97200820229963,gen_cf,0.354,0.646,119
White,2,3.34439683090233,8,2.05646916202302,gen_cf,0.186,0.814,119
White,2,3.34325130883986,8,-1.97200820229963,gen_cf,0.368,0.632,119
White,2,3.11752491257927,8,-1.97200820229963,gen_cf,0.546,0.454,119
White,2,2.78562742919359,8,-1.97200820229963,gen_cf,0.4,0.6,119
White,2,3.43662943872236,7,-0.811946878372908,gen_cf,0.16,0.84,119
White,2,2.75622573234924,8,-1.97200820229963,gen_cf,0.442,0.558,119
White,2,2.83762628915794,8,-1.97200820229963,gen_cf,0.422,0.578,119
White,2,2.70836253564135,7,0.0838844346889416,gen_cf,0.3,0.7,119
White,2,2.69945282805574,8,-1.97200820229963,gen_cf,0.428,0.572,119
White,2,2.82966442409103,8,-1.97200820229963,gen_cf,0.416,0.584,119
White,2,2.6851680487651,8,-1.97200820229963,gen_cf,0.416,0.584,119
White,2,2.71080720436123,8,0.391166797474143,gen_cf,0.566,0.434,119
White,2,2.99686184504449,8,-1.97200820229963,gen_cf,0.528,0.472,119
White,2,2.35501773232785,10,-0.0702254637979489,gen_cf,0.286,0.714,119
White,2,2.60778811551099,8,-0.570739593585042,gen_cf,0.762,0.238,119
White,2,2.38145237966467,8,-0.499218142548609,gen_cf,0.608,0.392,119
White,2,2.35501773232785,8,-0.938926019362392,gen_cf,0.57,0.43,119
White,2,2.35501773232785,8,-0.959431746357472,gen_cf,0.556,0.444,119
White,2,2.35501773232785,8,-1.02987372922461,gen_cf,0.562,0.438,119
White,2,2.35501773232785,8,-1.00900076698719,gen_cf,0.556,0.444,119
White,2,2.35501773232785,8,-0.811946878372908,gen_cf,0.632,0.368,119
White,2,2.35501773232785,8,-0.738628582237372,gen_cf,0.684,0.316,119
White,2,2.35501773232785,8,-0.760725473510371,gen_cf,0.68,0.32,119
White,2,2.35501773232785,8,-1.15488034375607,gen_cf,0.612,0.388,119
White,2,2.35501773232785,8,-1.33660960715279,gen_cf,0.476,0.524,119
White,2,2.35501773232785,8,-1.31573623941168,gen_cf,0.452,0.548,119
White,2,2.35501773232785,8,-1.35943488877317,gen_cf,0.484,0.516,119
White,2,2.35501773232785,8,-1.34663091933081,gen_cf,0.484,0.516,119
White,2,2.41785282172169,8,-1.44167211493691,gen_cf,0.58,0.42,119
White,2,2.35501773232785,8,-1.41221821216811,gen_cf,0.514,0.486,119
White,2,2.50973598175593,8,-1.97200820229963,gen_cf,0.38,0.62,119
White,2,2.51847448153582,8,-1.97200820229963,gen_cf,0.38,0.62,119
White,2,2.52525799801225,8,-1.97200820229963,gen_cf,0.382,0.618,119
White,2,2.51704274200245,8,-1.97200820229963,gen_cf,0.38,0.62,119
White,2,2.35501773232785,8,-1.44167211493691,gen_cf,0.51,0.49,119
White,2,2.47433972484961,8,-1.97200820229963,gen_cf,0.366,0.634,119
White,2,2.48195172268448,8,-1.97200820229963,gen_cf,0.366,0.634,119
White,2,2.46208822960445,8,-1.46108872577599,gen_cf,0.596,0.404,119
White,2,2.49002107937481,8,-1.97200820229963,gen_cf,0.362,0.638,119
White,2,2.35501773232785,8,-1.46108872577599,gen_cf,0.49,0.51,119
White,2,2.4474728767186,8,-1.97200820229963,gen_cf,0.354,0.646,119
White,2,2.37835648832336,8,-1.97200820229963,gen_cf,0.298,0.702,119
White,2,2.37145436187358,8,-1.97200820229963,gen_cf,0.292,0.708,119
White,2,2.46208822960445,8,-1.97200820229963,gen_cf,0.37,0.63,119
White,2,2.44167237365596,8,-1.97200820229963,gen_cf,0.356,0.644,119
White,2,2.35501773232785,8,-1.62756102015578,gen_cf,0.426,0.574,119
White,2,2.35501773232785,8,-1.63334855372819,gen_cf,0.426,0.574,119
White,2,2.35501773232785,8,-1.85546206756466,gen_cf,0.456,0.544,119
White,2,2.35501773232785,8,-1.87203299791544,gen_cf,0.452,0.548,119
White,2,2.35501773232785,8,-1.49932009602576,gen_cf,0.444,0.556,119
White,2,2.35501773232785,8,-1.91092567368252,gen_cf,0.416,0.584,119
White,2,2.35501773232785,8,-1.69813324689721,gen_cf,0.432,0.568,119
White,2,2.35501773232785,8,-1.70058669360353,gen_cf,0.432,0.568,119
White,2,2.35501773232785,8,-2.01056846395729,gen_cf,0.204,0.796,119
White,2,2.34290178337188,8,-1.97200820229963,gen_cf,0.302,0.698,119
White,2,2.35501773232785,8,-1.97200820229963,gen_cf,0.3,0.7,119
Amerindian,2,2.74162708709046,10,-0.549600444144362,true_cf,0.414,0.586,119
White,2,2.52246627738322,8,-1.17102769379585,x_nearest,0.808,0.192,119
Black,2,2.9305714673018,3,1.36477110411773,x_interest,0.164,0.836,125
White,2,3.64490248154522,8,1.36477110411773,gen_cf,0.384,0.616,125
White,2,3.40936722459972,5,1.36477110411773,gen_cf,0.318,0.682,125
White,2,2.7467995689636,6,1.36477110411773,gen_cf,0.714,0.286,125
White,2,2.9305714673018,8,1.04465180880583,gen_cf,0.476,0.524,125
White,2,2.66555333267755,5,0.908965261813208,gen_cf,0.428,0.572,125
White,1,2.9305714673018,9,-0.419456734295634,gen_cf,0.092,0.908,125
White,2,2.9305714673018,6,1.05338844358102,gen_cf,0.496,0.504,125
White,2,2.9305714673018,6,1.12744016679816,gen_cf,0.532,0.468,125
White,2,2.9305714673018,5,1.0548759372362,gen_cf,0.474,0.526,125
White,2,2.70372914696856,5,1.36477110411773,gen_cf,0.724,0.276,125
White,1,2.9305714673018,7,1.36477110411773,gen_cf,0.56,0.44,125
White,2,2.9305714673018,8,1.36477110411773,gen_cf,0.238,0.762,125
White,2,2.9305714673018,5,1.32073389253982,gen_cf,0.344,0.656,125
White,2,2.89466129598377,5,1.36477110411773,gen_cf,0.264,0.736,125
White,2,2.88086799270163,5,1.36477110411773,gen_cf,0.26,0.74,125
White,2,2.9305714673018,4,0.567913782597111,gen_cf,0.332,0.668,125
White,2,2.9305714673018,5,1.36477110411773,gen_cf,0.334,0.666,125
White,2,2.9305714673018,4,0.860729417205658,gen_cf,0.55,0.45,125
White,2,2.83821445662286,4,1.36477110411773,gen_cf,0.264,0.736,125
White,2,2.90447526169195,4,1.36477110411773,gen_cf,0.314,0.686,125
White,2,2.9238493418852,4,1.36477110411773,gen_cf,0.3,0.7,125
White,2,2.71122946858259,3,1.11610524102959,gen_cf,0.324,0.676,125
White,2,2.93953372476715,4,1.36477110411773,gen_cf,0.31,0.69,125
White,2,2.9305714673018,4,1.36477110411773,gen_cf,0.302,0.698,125
White,2,2.93491071525629,4,1.36477110411773,gen_cf,0.298,0.702,125
White,2,2.72620368258787,3,1.2587784714127,gen_cf,0.354,0.646,125
White,2,2.80846146867246,3,0.90199000576423,gen_cf,0.294,0.706,125
White,2,2.74742107879731,3,1.36477110411773,gen_cf,0.322,0.678,125
White,2,2.76239137867004,3,1.38466671292688,gen_cf,0.28,0.72,125
White,2,2.77553077755868,3,1.36477110411773,gen_cf,0.232,0.768,125
White,2,2.82173867099939,3,1.36477110411773,gen_cf,0.142,0.858,125
White,2,2.86173370918701,3,1.36477110411773,gen_cf,0.14,0.86,125
White,2,2.9305714673018,3,1.14831341973545,gen_cf,0.27,0.73,125
White,2,2.9305714673018,3,1.11610524102959,gen_cf,0.258,0.742,125
White,2,2.9305714673018,3,1.1181474713687,gen_cf,0.258,0.742,125
White,2,2.9305714673018,3,1.16185277671368,gen_cf,0.276,0.724,125
White,2,2.87903657461973,3,1.36477110411773,gen_cf,0.15,0.85,125
White,2,2.90407576119282,3,1.36477110411773,gen_cf,0.174,0.826,125
White,2,2.89618014769372,3,1.36477110411773,gen_cf,0.142,0.858,125
White,2,2.88933589955507,3,1.36477110411773,gen_cf,0.148,0.852,125
White,2,2.8861891267178,3,1.36477110411773,gen_cf,0.15,0.85,125
White,2,2.88840335957189,3,1.36477110411773,gen_cf,0.148,0.852,125
White,2,2.92357061013478,3,1.36477110411773,gen_cf,0.164,0.836,125
White,2,2.9305714673018,3,1.3425866007104,gen_cf,0.17,0.83,125
White,2,2.9305714673018,3,1.25535480148685,gen_cf,0.272,0.728,125
White,2,2.9305714673018,3,1.24011838368667,gen_cf,0.278,0.722,125
White,2,2.9305714673018,3,1.36477110411773,gen_cf,0.166,0.834,125
Amerindian,2,3.31718082206441,12,-0.693503694406893,true_cf,0.616,0.384,125
White,1,2.9999673699251,4,1.33264457740184,x_nearest,0.19,0.81,125
Black,1,3.01886443366692,9,0.27744479718061,x_interest,0.218,0.782,127
White,1,3.47635476022333,12,0.447803106509231,gen_cf,0.51,0.49,127
White,1,3.4501295463943,9,0.233497168316115,gen_cf,0.462,0.538,127
White,1,3.39391008285344,8,0.27744479718061,gen_cf,0.256,0.744,127
White,1,3.57033927592224,9,0.27744479718061,gen_cf,0.23,0.77,127
White,1,3.57274920734783,9,0.27744479718061,gen_cf,0.226,0.774,127
White,1,3.51002850157089,9,0.27744479718061,gen_cf,0.296,0.704,127
White,1,3.44876284136734,9,0.27744479718061,gen_cf,0.392,0.608,127
White,1,3.44360006858353,9,0.27744479718061,gen_cf,0.258,0.742,127
White,1,3.46524729443273,9,0.27744479718061,gen_cf,0.382,0.618,127
White,1,3.18502595663658,7,0.27744479718061,gen_cf,0.292,0.708,127
White,1,3.09475582628479,9,1.17420055695837,gen_cf,0.482,0.518,127
White,1,3.12559533863032,9,0.27744479718061,gen_cf,0.388,0.612,127
White,1,3.26522531738727,9,0.375296506191984,gen_cf,0.288,0.712,127
White,1,3.34108825167425,9,0.27744479718061,gen_cf,0.27,0.73,127
White,1,3.15381771284252,9,0.27744479718061,gen_cf,0.448,0.552,127
White,1,3.26896284230017,11,0.27744479718061,gen_cf,0.126,0.874,127
White,1,3.1234000007916,9,0.27744479718061,gen_cf,0.39,0.61,127
White,1,3.15875403740049,9,0.27744479718061,gen_cf,0.476,0.524,127
White,1,3.10216107870616,9,0.27744479718061,gen_cf,0.322,0.678,127
White,1,3.12055961073678,9,0.27744479718061,gen_cf,0.38,0.62,127
White,1,3.10542768371956,9,0.27744479718061,gen_cf,0.322,0.678,127
White,1,3.08843589449608,9,0.27744479718061,gen_cf,0.278,0.722,127
White,1,3.07908592397764,9,0.27744479718061,gen_cf,0.21,0.79,127
White,1,3.19669616080545,9,0.27744479718061,gen_cf,0.606,0.394,127
White,1,3.01886443366692,9,-0.136728407530209,gen_cf,0.56,0.44,127
White,1,3.11785826077494,9,0.27744479718061,gen_cf,0.368,0.632,127
White,1,3.05903283681119,9,0.259505655686292,gen_cf,0.228,0.772,127
